,Country,Fatal,Injury_type,Activity_type
5333,USA,Y,Fatal,Swimming
5334,CROATIA,N,no harm,Sole cases or undescribed activities
5335,USA,N,Severe,Fishing
5336,CROATIA,N,no harm,Sole cases or undescribed activities
5337,MONTENEGRO,N,no harm,Boating
5338,AUSTRALIA,Y,Fatal,Swimming
5339,NEW CALEDONIA,Y,Fatal,Swimming
5340,USA,N,Upper limbs,Fishing
5342,GUYANA,Y,Fatal,Boating
5343,USA,Y,Fatal,Shark fishing
5344,AUSTRALIA,N,Lower limbs,Sole cases or undescribed activities
5345,AUSTRALIA,N,Upper limbs,In kayak or canoe
5346,AUSTRALIA,N,Lower limbs,Sole cases or undescribed activities
5348,USA,N,no harm,Fishing
5349,CUBA,Y,Fatal,Sole cases or undescribed activities
5350,NIGERIA,Y,Fatal,Boating
5351,AUSTRALIA,N,Severe,Swimming
5352,USA,N,Severe,Sole cases or undescribed activities
5353,CROATIA,N,Bitten,Sole cases or undescribed activities
5354,USA,N,Lower limbs,Sole cases or undescribed activities
5355,USA,N,Lower limbs,Sole cases or undescribed activities
5357,USA,Y,Fatal,Sole cases or undescribed activities
5358,COSTA RICA,Y,Fatal,Swimming
5359,USA,N,Minor,Fishing
5360,AUSTRALIA,N,Lower limbs,Sole cases or undescribed activities
5361,SAMOA,N,Severe,Sole cases or undescribed activities
5362,AUSTRALIA,N,Severe,Diving
5363,REUNION,Y,Fatal,Swimming
5364,REUNION,Y,Fatal,Swimming
5365,AUSTRALIA,N,Severe,Sole cases or undescribed activities
5366,PHILIPPINES,Y,Fatal,Swimming
5367,USA,Y,Fatal,Swimming
5368,USA,N,Minor,Swimming
5369,SOLOMON ISLANDS,Y,Fatal,Swimming
5371,NEW ZEALAND,N,Lower limbs,Swimming
5372,AUSTRALIA,N,no harm,Diving
5373,AUSTRALIA,N,Minor,Swimming
5374,NEW CALEDONIA,N,Lower limbs,Swimming
5375,AUSTRALIA,Y,Fatal,Swimming
5376,FIJI,Y,Fatal,Sole cases or undescribed activities
5377,AUSTRALIA,N,Severe,Sole cases or undescribed activities
5378,AUSTRALIA,Y,Fatal,Swimming
5379,SPAIN,Y,Fatal,Sole cases or undescribed activities
5381,USA,Y,Fatal,Sole cases or undescribed activities
5382,AUSTRALIA,N,Bitten,Diving
5383,USA,Y,Fatal,Sole cases or undescribed activities
5384,USA,Y,Fatal,Swimming
5385,USA,N,Lower limbs,Swimming
5386,SPAIN,Y,Fatal,Swimming
5387,USA,N,Lower limbs,Fishing
5388,SOUTH AFRICA,Y,Fatal,Swimming
5389,USA,N,Lower limbs,Fishing
5390,SOUTH AFRICA,Y,Fatal,Swimming
5391,NEW ZEALAND,N,no harm,Fishing
5392,AUSTRALIA,Y,Fatal,Swimming
5393,AUSTRALIA,N,Minor,Sole cases or undescribed activities
5394,USA,N,Minor,Swimming
5395,NEW ZEALAND,Y,Fatal,Fishing
5396,CROATIA,N,Fatal,Sole cases or undescribed activities
5397,AUSTRALIA,Y,Fatal,Sole cases or undescribed activities
5398,NORTH ATLANTIC OCEAN,N,Severe,Fishing
5399,AUSTRALIA,N,Lower limbs,Swimming
5400,MEXICO,N,Lower limbs,Swimming
5401,MOZAMBIQUE,Y,Fatal,Swimming
5403,PANAMA,Y,Fatal,Sole cases or undescribed activities
5404,NEW ZEALAND,N,Lower limbs,Swimming
5405,USA,N,no harm,Diving
5406,AUSTRALIA,N,Lower limbs,Surfing
5407,AUSTRALIA,Y,Fatal,Sole cases or undescribed activities
5408,USA,N,Bitten,Fishing
5409,PHILIPPINES,UNKNOWN,Lower limbs,Swimming
5410,USA,N,Severe,Sole cases or undescribed activities
5411,AUSTRALIA,Y,Fatal,Sole cases or undescribed activities
5412,AUSTRALIA,N,Minor,Fishing
5413,INDONESIA,Y,Fatal,Boating
5414,USA,N,Lower limbs,Sole cases or undescribed activities
5415,USA,Y,Fatal,Fishing
5416,USA,N,Lower limbs,Shark fishing
5417,USA,N,Severe,Swimming
5418,MEXICO,Y,Fatal,Swimming
5420,AUSTRALIA,Y,Fatal,Sole cases or undescribed activities
5421,SPAIN,N,no harm,Fishing
5423,TUNISIA,Y,Fatal,Diving
5424,SOUTH AFRICA,Y,Fatal,Sole cases or undescribed activities
5425,,N,Fatal,Sole cases or undescribed activities
5426,ITALY,N,Lower limbs,Sole cases or undescribed activities
5428,SOUTH AFRICA,Y,Fatal,Swimming
5429,MEXICO,Y,Fatal,Swimming
5430,AUSTRALIA,Y,Fatal,Sole cases or undescribed activities
5431,USA,N,Minor,Boating
5432,SPAIN,Y,Fatal,Sole cases or undescribed activities
5434,CROATIA,Y,Fatal,Boating
5435,EGYPT,Y,Fatal,Sole cases or undescribed activities
5436,USA,Y,Fatal,Sole cases or undescribed activities
5438,INDONESIA,Y,Fatal,Boating
5439,USA,N,Fatal,Sole cases or undescribed activities
5440,USA,Y,Fatal,Fishing
5441,AUSTRALIA,Y,Fatal,Swimming
5442,AUSTRALIA,Y,Fatal,Swimming
5443,CHINA,N,Severe,Fishing
5444,CHINA,Y,Severe,Fishing
5445,AUSTRALIA,N,Upper limbs,Swimming
5446,HAITI,N,no harm,Sole cases or undescribed activities
5447,USA,N,Severe,Diving
5448,ENGLAND,N,no harm,Swimming
5449,CROATIA,Y,Fatal,Swimming
5450,CROATIA,Y,Fatal,Swimming
5451,CROATIA,Y,Fatal,Swimming
5452,USA,N,Severe,Sole cases or undescribed activities
5453,CROATIA,Y,Fatal,Swimming
5455,USA,N,Lower limbs,Swimming
5456,MEXICO,N,Minor,Swimming
5457,USA,Y,Fatal,Shark fishing
5458,MALTA,Y,Fatal,Fishing
5459,PHILIPPINES,N,Minor,Boating
5460,NEW ZEALAND,Y,Fatal,Sole cases or undescribed activities
5461,AUSTRALIA,Y,Fatal,Swimming
5462,VIETNAM,N,Severe,Fishing
5463,USA,Y,Fatal,Fishing
5464,JAMAICA,N,Lower limbs,Fishing
5465,USA,N,Bitten,Sole cases or undescribed activities
5466,USA,Y,Fatal,Swimming
5467,USA,N,Severe,Diving
5468,USA,Y,Fatal,Swimming
5469,INDONESIA,N,Minor,Swimming
5470,INDONESIA,Y,Fatal,Swimming
5471,AUSTRALIA,Y,Fatal,Swimming
5472,USA,N,no harm,Fishing
5473,YEMEN ,N,Severe,Diving
5474,USA,Y,Fatal,Sole cases or undescribed activities
5475,USA,Y,Fatal,Swimming
5476,MOZAMBIQUE,N,Minor,Sole cases or undescribed activities
5477,INDONESIA,Y,Fatal,Diving
5478,AUSTRALIA,N,Minor,Shark fishing
5479,AUSTRALIA,Y,Fatal,Diving
5480,INDONESIA,Y,Fatal,Sole cases or undescribed activities
5483,AUSTRALIA,Y,Fatal,Swimming
5484,SOUTH AFRICA,Y,Fatal,Sole cases or undescribed activities
5485,SOUTH AFRICA,Y,Fatal,Swimming
5486,AUSTRALIA,N,Lower limbs,Swimming
5487,AUSTRALIA,Y,Fatal,Swimming
5488,USA,N,Lower limbs,Fishing
5490,USA,N,Minor,Swimming
5491,PHILIPPINES,N,Lower limbs,Swimming
5492,USA,Y,Fatal,Sole cases or undescribed activities
5494,INDONESIA,Y,Fatal,Sole cases or undescribed activities
5495,USA,Y,Fatal,Fishing
5496,USA,N,Lower limbs,Swimming
5497,SOUTH AFRICA,Y,Fatal,Swimming
5498,AUSTRALIA,N,Severe,Swimming
5499,AUSTRALIA,N,Fatal,Swimming
5502,USA,N,no harm,Sole cases or undescribed activities
5503,PHILIPPINES,N,Lower limbs,Swimming
5504,INDIAN OCEAN,Y,Fatal,Sole cases or undescribed activities
5505,CUBA,Y,Fatal,Sole cases or undescribed activities
5506,CUBA,Y,Fatal,Boating
5507,USA,N,no harm,Sailing
5508,USA,Y,Fatal,Swimming
5509,ITALY,Y,Fatal,Swimming
5510,AUSTRALIA,Y,Fatal,Swimming
5511,NEW ZEALAND,Y,Fatal,Swimming
5512,NEW CALEDONIA,Y,Fatal,Swimming
5513,REUNION ISLAND,Y,Fatal,Swimming
5514,USA,N,Lower limbs,Diving
5515,PHILIPPINES,N,Upper limbs,Swimming
5516,USA,Y,Fatal,Swimming
5517,CUBA,Y,Fatal,Sole cases or undescribed activities
5518,USA,N,Upper limbs,Fishing
5519,FALKLAND ISLANDS,N,Lower limbs,Swimming
5520,AUSTRALIA,Y,Fatal,Swimming
5521,MEXICO,Y,Fatal,Swimming
5523,AUSTRALIA,Y,Fatal,Swimming
5524,AUSTRALIA,Y,Fatal,Sole cases or undescribed activities
5525,CRETE,Y,Fatal,Diving
5526,USA,Y,Fatal,Fishing
5527,NICARAGUA,Y,Fatal,Swimming
5528,AUSTRALIA,Y,Fatal,Swimming
5529,USA,N,Severe,Fishing
5530,ITALY,Y,Fatal,Swimming
5531,CROATIA,N,no harm,Fishing
5532,USA,Y,Fatal,Sole cases or undescribed activities
5533,ITALY,N,Severe,Fishing
5534,USA,N,Upper limbs,Swimming
5536,EGYPT,N,Lower limbs,Diving
5538,NEW ZEALAND,N,no harm,Sole cases or undescribed activities
5539,AUSTRALIA,Y,Fatal,Sole cases or undescribed activities
5541,AUSTRALIA,N,Lower limbs,Swimming
5542,AUSTRALIA,N,Severe,Swimming
5543,PHILIPPINES,N,Lower limbs,Shark fishing
5544,CYPRUS,Y,Fatal,Swimming
5545,SOUTH AFRICA,Y,Fatal,Swimming
5548,PHILIPPINES,N,Lower limbs,Swimming
5549,AUSTRALIA,Y,Fatal,Swimming
5550,USA,N,Severe,Swimming
5551,AUSTRALIA,Y,Fatal,Swimming
5552,SOUTH AFRICA,Y,Fatal,Swimming
5554,AUSTRALIA,N,Lower limbs,Swimming
5555,USA,UNKNOWN,no harm,Diving
5557,USA,N,Upper limbs,Swimming
5558,CROATIA,Y,Fatal,Swimming
5559,USA,N,Lower limbs,Sole cases or undescribed activities
5560,USA,N,no harm,Sole cases or undescribed activities
5561,AUSTRALIA,N,Lower limbs,Sole cases or undescribed activities
5562,USA,N,Severe,Sole cases or undescribed activities
5563,SOUTH AFRICA,N,Severe,Swimming
5564,AUSTRALIA,N,Lower limbs,Sole cases or undescribed activities
5565,PHILIPPINES,Y,Fatal,Sole cases or undescribed activities
5566,AUSTRALIA,N,no harm,Fishing
5567,LIBYA,N,Severe,Diving
5568,LIBYA,Y,Fatal,Diving
5569,MEXICO,Y,Fatal,Swimming
5570,USA,Y,Fatal,Shark fishing
5571,USA,Y,Fatal,Swimming
5573,EGYPT ,N,Upper limbs,Swimming
5574,EGYPT,N,Lower limbs,Swimming
5575,BAHAMAS,Y,Fatal,Sole cases or undescribed activities
5576,ITALY,N,Severe,Fishing
5577,NEW ZEALAND,N,Fatal,Boating
5578,PHILIPPINES,N,Fatal,Swimming
5579,ITALY,Y,Fatal,Swimming
5581,SOUTH AFRICA,N,Severe,Sole cases or undescribed activities
5582,USA,N,no harm,In kayak or canoe
5583,USA,N,Lower limbs,Fishing
5584,AUSTRALIA,Y,Fatal,Sole cases or undescribed activities
5585,USA,Y,Fatal,Sole cases or undescribed activities
5586,,N,Upper limbs,Diving
5587,,N,Minor,Diving
5588,WEST INDIES,Y,Fatal,Sole cases or undescribed activities
5589,USA,N,Lower limbs,Swimming
5590,AUSTRALIA,N,Fatal,Swimming
5591,YEMEN ,Y,Fatal,Swimming
5592,YEMEN ,Y,Fatal,Sole cases or undescribed activities
5593,CUBA,Y,Fatal,Swimming
5594,NEW CALEDONIA,Y,Fatal,Boating
5595,FIJI,N,Lower limbs,Sole cases or undescribed activities
5596,SRI LANKA,Y,Fatal,Swimming
5598,USA,N,Upper limbs,Fishing
5599,CUBA,Y,Fatal,Boating
5600,JAMAICA,N,Minor,Sole cases or undescribed activities
5601,CUBA,Y,Fatal,Swimming
5602,USA,N,Lacerations,Sole cases or undescribed activities
5603,YEMEN ,Y,Fatal,Diving
5604,USA,Y,Fatal,Sole cases or undescribed activities
5605,USA,N,Lower limbs,Sole cases or undescribed activities
5606,MEXICO,N,Minor,Diving
5607,MARSHALL ISLANDS,Y,Fatal,Fishing
5608,USA,N,Upper limbs,Fishing
5609,USA,N,Lower limbs,Sole cases or undescribed activities
5610,SOUTH AFRICA,Y,Fatal,Fishing
5611,YEMEN ,Y,Fatal,Sole cases or undescribed activities
5612,,Y,Fatal,Swimming
5613,USA,Y,Fatal,Fishing
5614,NEW ZEALAND,N,Upper limbs,Sole cases or undescribed activities
5616,AUSTRALIA,N,no harm,Fishing
5617,NEW ZEALAND,Y,Fatal,Swimming
5618,NEW ZEALAND,Y,Fatal,Sole cases or undescribed activities
5619,AUSTRALIA,Y,Fatal,Swimming
5620,AUSTRALIA,Y,Fatal,Boating
5621,SRI LANKA,N,Severe,Diving
5622,USA,Y,Fatal,Fishing
5623,USA,N,Lower limbs,Swimming
5624,AUSTRALIA,Y,Fatal,Swimming
5625,USA,Y,Fatal,Swimming
5626,HAITI,N,Severe,Sole cases or undescribed activities
5627,AUSTRALIA,Y,Fatal,Swimming
5628,BARBADOS,N,Lower limbs,Diving
5629,AUSTRALIA,Y,Fatal,Fishing
5631,YEMEN ,Y,Fatal,Diving
5632,USA,N,no harm,Fishing
5633,USA,Y,Fatal,Swimming
5634,USA,N,Upper limbs,Fishing
5635,JAPAN,Y,Fatal,Sole cases or undescribed activities
5636,,N,Severe,Diving
5637,AUSTRALIA,Y,Fatal,Diving
5638,BAHAMAS,N,Minor,Sole cases or undescribed activities
5639,NEW ZEALAND,Y,Fatal,Boating
5640,SOUTH AFRICA,Y,Fatal,Sole cases or undescribed activities
5641,NEW ZEALAND,N,Lower limbs,Swimming
5642,INDONESIA,Y,Fatal,Swimming
5643,AUSTRALIA,N,Lower limbs,Swimming
5644,AUSTRALIA,Y,Fatal,Swimming
5645,PANAMA,Y,Fatal,Swimming
5646,AUSTRALIA,N,no harm,Sole cases or undescribed activities
5647,USA,N,Lower limbs,Fishing
5648,AUSTRALIA,N,Upper limbs,Swimming
5649,USA,Y,Fatal,Swimming
5650,USA,N,Lower limbs,Swimming
5651,FIJI,N,Severe,Sole cases or undescribed activities
5652,USA,N,Lower limbs,Fishing
5653,USA,UNKNOWN,no harm,Swimming
5654,USA,N,Lower limbs,Swimming
5655,FRANCE,Y,no harm,Fishing
5656,USA,UNKNOWN,Severe,Swimming
5657,SOUTH AFRICA,Y,Fatal,Swimming
5658,USA,N,Lower limbs,Swimming
5659,MEXICO,Y,Fatal,Sole cases or undescribed activities
5660,BURMA,Y,Fatal,Swimming
5661,BURMA,Y,Fatal,Swimming
5662,INDIA,Y,Fatal,Sole cases or undescribed activities
5663,CROATIA,N,no harm,Boating
5664,PHILIPPINES,Y,Fatal,Sole cases or undescribed activities
5665,NIGERIA,Y,Fatal,Sole cases or undescribed activities
5666,LEBANON,Y,Fatal,Sole cases or undescribed activities
5667,FIJI,Y,Fatal,Sole cases or undescribed activities
5668,CUBA,Y,Fatal,Sole cases or undescribed activities
5669,SOUTH ATLANTIC OCEAN,N,Severe,Swimming
5670,AUSTRALIA,N,Lower limbs,Swimming
5671,AUSTRALIA,N,Fatal,Swimming
5672,NEW ZEALAND,Y,Fatal,Swimming
5673,FRENCH POLYNESIA,Y,Fatal,Sole cases or undescribed activities
5675,ATLANTIC OCEAN,Y,Fatal,Sole cases or undescribed activities
5676,AUSTRALIA,N,Upper limbs,Fishing
5677,AUSTRALIA,N,Lower limbs,Swimming
5678,USA,N,Upper limbs,Sole cases or undescribed activities
5679,FRANCE,N,no harm,Boating
5680,CUBA,Y,Fatal,Sole cases or undescribed activities
5681,NEW ZEALAND,N,Minor,Swimming
5682,BAHAMAS,Y,Fatal,Sole cases or undescribed activities
5684,AUSTRALIA,N,Lower limbs,Fishing
5685,AUSTRALIA,Y,Fatal,Diving
5686,AUSTRALIA,N,Severe,Swimming
5687,NEW ZEALAND,N,Upper limbs,Swimming
5688,MARTINIQUE,N,Severe,Sole cases or undescribed activities
5689,KIRIBATI,Y,Fatal,Sole cases or undescribed activities
5690,CANADA,Y,Fatal,Sole cases or undescribed activities
5692,USA,N,Fatal,Shark fishing
5693,PARAGUAY,Y,Fatal,Sole cases or undescribed activities
5694,JAMAICA,Y,Fatal,Boating
5695,AUSTRALIA,N,Fatal,Swimming
5696,BRITISH NEW GUINEA,N,Upper limbs,Sole cases or undescribed activities
5697,ATLANTIC OCEAN,Y,Fatal,Sole cases or undescribed activities
5698,USA,N,no harm,Fishing
5699,USA,N,Severe,Swimming
5700,SAMOA,N,Severe,Swimming
5701,CROATIA,N,Severe,Swimming
5702,PERSIAN GULF,N,Severe,Sole cases or undescribed activities
5703,EGYPT,Y,Fatal,Swimming
5705,CEYLON,Y,Fatal,Diving
5706,MALTA,Y,Fatal,In kayak or canoe
5707,AUSTRALIA,N,Lower limbs,Sole cases or undescribed activities
5710,NEW ZEALAND,Y,Fatal,Swimming
5711,SOUTH AFRICA,Y,Fatal,Swimming
5713,AUSTRALIA,Y,Fatal,Sole cases or undescribed activities
5715,INDIA,Y,Fatal,Swimming
5716,USA,Y,Fatal,Swimming
5717,USA,N,Lower limbs,Fishing
5718,AUSTRALIA,Y,Fatal,Sole cases or undescribed activities
5719,USA,N,no harm,Fishing
5720,SIERRA LEONE,Y,Fatal,Sole cases or undescribed activities
5721,INDIAN OCEAN,N,Severe,Swimming
5722,AUSTRALIA,Y,Fatal,Swimming
5723,AUSTRALIA,Y,Fatal,Sole cases or undescribed activities
5725,CANADA,Y,Fatal,Sole cases or undescribed activities
5726,USA,N,no harm,Sailing
5728,INDIA,Y,Fatal,Sole cases or undescribed activities
5729,CROATIA,N,No harm,Sole cases or undescribed activities
5730,AUSTRALIA,N,no harm,Fishing
5732,NEW ZEALAND,N,Severe,Swimming
5733,AUSTRALIA,N,no harm,In kayak or canoe
5734,SOUTH AFRICA,Y,Fatal,Sole cases or undescribed activities
5735,LIBYA,N,Upper limbs,Diving
5736,HONDURAS,Y,Fatal,Sole cases or undescribed activities
5737,AUSTRALIA,Y,Fatal,Sole cases or undescribed activities
5738,USA,Y,Fatal,Boating
5739,BAHAMAS,Y,Fatal,Sole cases or undescribed activities
5740,ITALY,N,Severe,Swimming
5742,,Y,Fatal,Sole cases or undescribed activities
5743,AUSTRALIA,N,no harm,In kayak or canoe
5744,NEW ZEALAND,Y,Fatal,Swimming
5745,SOUTH AFRICA,N,Severe,Sole cases or undescribed activities
5746,BRAZIL,Y,Fatal,Sole cases or undescribed activities
5747,SOUTH AFRICA,Y,Fatal,Swimming
5748,OCEAN,N,Severe,Sole cases or undescribed activities
5750,USA,N,no harm,Shark fishing
5751,USA,N,no harm,Sole cases or undescribed activities
5752,AUSTRALIA,Y,Fatal,Swimming
5753,USA,N,Bitten,Fishing
5754,NEW CALEDONIA,Y,Fatal,Swimming
5755,AUSTRALIA,N,Upper limbs,Sole cases or undescribed activities
5757,NEW ZEALAND,N,Severe,Swimming
5759,AUSTRALIA,N,no harm,Fishing
5760,SOUTH AFRICA,N,Severe,Diving
5761,AUSTRALIA,N,Lower limbs,Diving
5762,SOUTH AFRICA,Y,Fatal,Swimming
5763,AUSTRALIA,N,Severe,Sailing
5764,AUSTRALIA,N,no harm,Sole cases or undescribed activities
5765,AUSTRALIA,N,Lower limbs,Swimming
5766,ATLANTIC OCEAN,Y,Fatal,Sole cases or undescribed activities
5767,USA,N,Severe,Sole cases or undescribed activities
5768,USA,N,Severe,Sole cases or undescribed activities
5769,USA,Y,Fatal,Sole cases or undescribed activities
5770,,Y,Fatal,Swimming
5771,NEW ZEALAND,N,Lower limbs,Swimming
5772,SOUTH AFRICA,N,no harm,Fishing
5774,FRANCE,Y,Fatal,Sole cases or undescribed activities
5775,USA,N,Upper limbs,Boating
5777,BRAZIL,Y,Fatal,Sole cases or undescribed activities
5778,SOUTH AFRICA,Y,Fatal,Swimming
5779,AUSTRALIA,Y,Fatal,Sole cases or undescribed activities
5780,AUSTRALIA,Y,Fatal,Swimming
5781,USA,Y,Fatal,Sole cases or undescribed activities
5782,URUGUAY,Y,Fatal,Sole cases or undescribed activities
5783,USA,Y,Fatal,Sole cases or undescribed activities
5784,AUSTRALIA,Y,Fatal,Swimming
5785,GEORGIA,N,Severe,Shark fishing
5786,AUSTRALIA,N,Severe,Diving
5787,AUSTRALIA,Y,Fatal,Diving
5788,AUSTRALIA,Y,Fatal,Swimming
5789,PACIFIC OCEAN,Y,Fatal,Fishing
5790,USA,Y,Fatal,Sole cases or undescribed activities
5791,USA,N,Severe,Sole cases or undescribed activities
5792,USA,Y,Fatal,Sole cases or undescribed activities
5793,NEW ZEALAND,N,Severe,Shark fishing
5794,NEW ZEALAND,N,Lower limbs,Swimming
5795,NEW ZEALAND,N,Lower limbs,Swimming
5796,JAPAN,N,Lower limbs,Sole cases or undescribed activities
5797,AUSTRALIA,N,Lower limbs,Sole cases or undescribed activities
5798,AUSTRALIA,Y,Fatal,Diving
5799,AUSTRALIA,Y,Fatal,Fishing
5800,AUSTRALIA,Y,Fatal,Diving
5801,AUSTRALIA,Y,Fatal,Swimming
5802,ATLANTIC OCEAN,Y,Fatal,Sole cases or undescribed activities
5803,USA,N,Severe,Sole cases or undescribed activities
5806,USA,N,Fatal,Swimming
5807,USA,Y,Fatal,Swimming
5808,,Y,Fatal,Swimming
5809,USA,N,no harm,Swimming
5811,USA,Y,Fatal,Sole cases or undescribed activities
5812,INDIA,Y,Fatal,Sole cases or undescribed activities
5813,ITALY,N,Fatal,Boating
5814,AUSTRALIA,Y,Fatal,Swimming
5816,MOZAMBIQUE,Y,Fatal,Swimming
5817,USA,N,no harm,Sailing
5818,INDIA,N,Severe,Sole cases or undescribed activities
5819,INDIA,N,Severe,Swimming
5821,INDIA,Y,Fatal,Swimming
5822,INDIA,Y,Fatal,Swimming
5823,AUSTRALIA,N,no harm,Fishing
5824,AUSTRALIA,N,Lower limbs,Swimming
5825,SYRIA,N,Fatal,Diving
5827,SOLOMON ISLANDS,N,Severe,Sole cases or undescribed activities
5829,INDIA,Y,Fatal,Swimming
5830,AUSTRALIA,N,Lower limbs,Swimming
5832,FIJI,N,Minor,Sole cases or undescribed activities
5834,NEW ZEALAND,Y,Fatal,Sole cases or undescribed activities
5836,USA,Y,Fatal,Swimming
5837,AUSTRALIA,N,Lower limbs,Swimming
5838,INDONESIA,Y,Fatal,Swimming
5839,,Y,Fatal,Sole cases or undescribed activities
5840,USA,N,Lower limbs,Fishing
5841,SOUTH ATLANTIC OCEAN,N,Lower limbs,Boating
5842,SOUTH ATLANTIC OCEAN,Y,Fatal,Boating
5843,USA,Y,Fatal,Swimming
5844,USA,Y,Fatal,Swimming
5845,PHILIPPINES,Y,Fatal,Sole cases or undescribed activities
5846,NEW GUINEA,N,Severe,Sole cases or undescribed activities
5847,SOUTH AFRICA,Y,Fatal,Sole cases or undescribed activities
5848,BRAZIL,Y,Fatal,Sole cases or undescribed activities
5849,AUSTRALIA,Y,Fatal,Swimming
5850,FIJI,Y,Fatal,Sole cases or undescribed activities
5851,AUSTRALIA,N,Severe,Swimming
5852,AUSTRALIA,Y,Fatal,Sole cases or undescribed activities
5853,AUSTRALIA,N,no harm,Fishing
5855,AUSTRALIA,N,Minor,Sole cases or undescribed activities
5856,AUSTRALIA,N,Lower limbs,Swimming
5857,ITALY,N,Severe,In kayak or canoe
5858,FIJI,N,Severe,Sole cases or undescribed activities
5859,AUSTRALIA,N,Severe,Fishing
5860,AUSTRALIA,Y,Fatal,Swimming
5861,AUSTRALIA,N,Severe,Swimming
5862,SOUTH AFRICA,N,Severe,Swimming
5863,INDIA,N,Severe,Sole cases or undescribed activities
5864,USA,Y,Fatal,Fishing
5865,GREECE,Y,Fatal,Diving
5866,USA,N,Lower limbs,Swimming
5867,AUSTRALIA,Y,Fatal,Swimming
5868,AUSTRALIA,Y,Fatal,Swimming
5869,LEBANON,Y,Fatal,Diving
5870,ENGLAND,N,Lower limbs,Sole cases or undescribed activities
5871,AUSTRALIA,N,Severe,Diving
5872,AUSTRALIA,Y,Fatal,Sole cases or undescribed activities
5873,AUSTRALIA,N,Severe,Fishing
5875,NEW ZEALAND,Y,Fatal,Swimming
5876,AUSTRALIA,N,Severe,Swimming
5877,AUSTRALIA,N,Lower limbs,Swimming
5878,AUSTRALIA,Y,Fatal,Boating
5879,CROATIA,N,no harm,Fishing
5880,FRANCE,N,no harm,Fishing
5881,USA,N,Lower limbs,Fishing
5882,USA,N,Lacerations,Swimming
5883,MEXICO,Y,Fatal,Swimming
5884,KIRIBATI,Y,Fatal,Sole cases or undescribed activities
5885,,N,Minor,Sole cases or undescribed activities
5886,HONDURAS,Y,Fatal,Boating
5888,TUVALU,Y,Bitten,Shark fishing
5889,AUSTRALIA,N,Severe,Swimming
5890,USA,N,Severe,Fishing
5891,AUSTRALIA,N,Fatal,Swimming
5893,CUBA,N,Severe,Swimming
5894,INDIAN OCEAN?,Y,Fatal,Swimming
5895,AZORES,N,no harm,Sole cases or undescribed activities
5896,BAHAMAS,Y,Fatal,Sole cases or undescribed activities
5897,CROATIA,N,no harm,Fishing
5898,USA,N,Lower limbs,In kayak or canoe
5899,AUSTRALIA,Y,Fatal,Sole cases or undescribed activities
5901,SOUTH ATLANTIC OCEAN,N,Lower limbs,Sole cases or undescribed activities
5903,USA,N,Severe,Fishing
5904,USA,N,Severe,Shark fishing
5905,SRI LANKA,N,Severe,Swimming
5906,GUYANA,N,Fatal,Sole cases or undescribed activities
5907,INDIA,Y,Fatal,Swimming
5908,AUSTRALIA,Y,Fatal,Sole cases or undescribed activities
5910,AUSTRALIA,N,Lower limbs,Fishing
5911,USA,N,Minor,Swimming
5912,INDIA,N,Upper limbs,Swimming
5913,INDIA,N,Lower limbs,Swimming
5914,AUSTRALIA,N,Lower limbs,Fishing
5915,INDIA,N,Upper limbs,Swimming
5916,INDIA,N,Lower limbs,Swimming
5917,AUSTRALIA,N,Lower limbs,Swimming
5918,AUSTRALIA,N,Fatal,In kayak or canoe
5919,AUSTRALIA,N,Lower limbs,Fishing
5920,,N,Fatal,Sole cases or undescribed activities
5921,ITALY,Y,Fatal,Sole cases or undescribed activities
5922,INDIA,Y,Fatal,Sole cases or undescribed activities
5923,VIETNAM,Y,Fatal,Sole cases or undescribed activities
5924,AUSTRALIA,N,no harm,Fishing
5925,AUSTRALIA,Y,Fatal,Swimming
5926,NEW ZEALAND,N,Lower limbs,Swimming
5927,EGYPT,Y,Fatal,Swimming
5928,MEXICO,Y,Fatal,Boating
5929,CUBA,Y,Fatal,Boating
5930,AUSTRALIA,N,no harm,Sole cases or undescribed activities
5931,CUBA,Y,Fatal,Sole cases or undescribed activities
5932,USA,Y,Fatal,Swimming
5934,USA,N,Lacerations,Swimming
5935,USA,Y,Fatal,Swimming
5936,SOUTH AFRICA,Y,Fatal,Fishing
5937,AUSTRALIA,N,no harm,Sole cases or undescribed activities
5938,USA,Y,Fatal,Sole cases or undescribed activities
5939,FRANCE,N,Lower limbs,Shark fishing
5940,SCOTLAND,N,Lower limbs,Sole cases or undescribed activities
5941,USA,N,Severe,Swimming
5942,MADAGASCAR,Y,Fatal,Sole cases or undescribed activities
5943,SPAIN,Y,Fatal,Swimming
5944,MAURITIUS,Y,Fatal,Sole cases or undescribed activities
5945,CHINA,N,no harm,Swimming
5946,MAURITIUS,Y,Fatal,Sole cases or undescribed activities
5947,PANAMA,Y,Fatal,Sole cases or undescribed activities
5948,NEW ZEALAND,Y,Fatal,Boating
5949,NEW ZEALAND,N,Minor,Swimming
5950,INDONESIA,Y,Fatal,Sole cases or undescribed activities
5951,AUSTRALIA,N,Fatal,Swimming
5952,GUINEA,Y,Fatal,Swimming
5954,USA,N,Severe,Fishing
5955,AUSTRALIA,Y,Fatal,Boating
5956,AUSTRALIA,N,Severe,Swimming
5958,AUSTRALIA,Y,Fatal,Swimming
5959,ANDAMAN ISLANDS,Y,Fatal,Sole cases or undescribed activities
